Company Name,Company Category,Date,Resolution Status,Rating (out of 10),original,Deceptive Patterns,Type
Shein,International Marketplaces,4/13/2024,Resolved,6,Customer experienced issues with delivery carrier; resolved after multiple complaints.,0,0
Shein,International Marketplaces,10/4/2024,Unresolved,1,Customer experienced errors while trying to make a purchase on Shein’s website; no response after email contact.,0,0
Shein,International Marketplaces,4/8/2024,Unresolved,1,Shein and its employees steal returned goods and claim they were not received.,0,0
Shein,International Marketplaces,4/5/2024,Unresolved,1,"Returned items without refund, issues with poor quality and non-compliance.",0,0
Shein,International Marketplaces,4/2/2024,Resolved,7,Refund was retained in Shein points instead of being processed in cash.,0,0
Shein,International Marketplaces,4/1/2024,Unresolved,1,"Order delivered to someone else, waiting for 5 months for resolution.",0,0
Shein,International Marketplaces,3/30/2024,Unresolved,10,"Missing a puzzle and a blouse, Shein confirmed missing items in the order.",0,0
Shein,International Marketplaces,3/30/2024,Unresolved,1,"Order was delivered to someone else, waiting for 5 months for resolution.",0,0
Shein,International Marketplaces,3/28/2024,Resolved,10,"Missing items from the order, resolved successfully.",0,0
Shein,International Marketplaces,3/26/2024,Resolved,6,"Refund not processed for one of the two returns, but the issue was addressed.",0,0
Shein,International Marketplaces,3/22/2024,Unresolved,2,"Missing item in the package, unable to track the missing shorts.",0,0
Shein,International Marketplaces,3/13/2024,Unresolved,1,Unable to complete the return due to issues with the CTT code for delivery.,0,0
Shein,International Marketplaces,3/13/2024,Unresolved,1,"Issue with returning two items, but the return process was rejected.",0,0
Shein,International Marketplaces,3/10/2024,Unresolved,3,"Issue with refund for items returned, Unresolved as expected.",0,0
Shein,International Marketplaces,3/10/2024,Unresolved,1,"Received damaged product with broken parts, issue Unresolved.",0,0
Shein,International Marketplaces,2/15/2024,Unresolved,1,"Missing item from the order, Unresolved despite multiple attempts to contact Shein.",0,0
Shein,International Marketplaces,2/12/2024,Resolved,1,"Received a damaged or incomplete product, but the issue was resolved eventually.",0,0
Shein,International Marketplaces,2/6/2024,Resolved,8,"Issue with the order being stuck in Madrid, but eventually resolved after communication.",0,0
Shein,International Marketplaces,2/3/2024,Resolved,7,"Missing four items in the order, contacted Shein but they claimed it was delivered complete.",0,0
Shein,International Marketplaces,1/31/2024,Unresolved,1,Complaints about the new shipping fees to Azores.,0,0
Shein,International Marketplaces,1/22/2024,Resolved,5,"Received the wrong article, seeking resolution.",1,Bait and switch
Shein,International Marketplaces,1/19/2024,Resolved,9,"Delayed order, one package received later than expected.",0,0
Shein,International Marketplaces,1/17/2024,Resolved,1,"Received a damaged, used item instead of new pants.",1,Bait and switch
Shein,International Marketplaces,1/13/2024,Resolved,10,Order not received; issues with delivery.,0,0
Shein,International Marketplaces,10/1/2024,Unresolved,1,Complaints about defective products and unclear policies.,0,0
Shein,International Marketplaces,9/1/2024,Resolved,10,Order not received despite being marked as delivered.,0,0
Shein,International Marketplaces,4/1/2024,Resolved,8,Order not received despite prior notification.,0,0
Shein,International Marketplaces,2/1/2024,Unresolved,1,"Received the wrong dress, no resolution for refund.",0,0
Shein,International Marketplaces,12/31/2023,Unresolved,1,"Delivery issue, no item received despite confirmation.",1,Not Deceptive
Shein,International Marketplaces,12/28/2023,Unresolved,1,"Complaints about bad delivery service, not contacted by GLS.",0,0
Shein,International Marketplaces,12/19/2023,Resolved,7,Order not delivered as expected.,0,0
Shein,International Marketplaces,12/18/2023,Unresolved,5,"Delivery delay for Christmas order, missing items.",0,0
Shein,International Marketplaces,12/18/2023,Unresolved,1,"Missing package, delayed delivery after the deadline.",0,0
Shein,International Marketplaces,12/17/2023,Resolved,3,"Order delayed, lack of information from the transport company.",0,0
Shein,International Marketplaces,12/15/2023,Resolved,1,"Delay in delivery, no progress after confirmation.",0,0
Shein,International Marketplaces,12/15/2023,Resolved,7,Missing delivery despite prior communication.,0,0
Shein,International Marketplaces,12/14/2023,Unresolved,1,"Delay in delivery by PAACK, missing items after expected delivery date.",0,0
Shein,International Marketplaces,12/13/2023,Resolved,2,"Fraud, refusal to refund for returned coat.",0,0
Shein,International Marketplaces,12/12/2023,Resolved,5,"Package delayed since November, no updates.",0,0
Shein,International Marketplaces,12/12/2023,Resolved,1,Refusal of refund for partially delivered order.,0,0
Shein,International Marketplaces,12/12/2023,Resolved,5,Delivery delay on order since December 5th.,0,0
Shein,International Marketplaces,11/12/2023,Resolved,6,Issue with refund for returned item.,0,0
Shein,International Marketplaces,11/12/2023,Resolved,10,"No received order from November 25th, tracking updates.",0,0
Shein,International Marketplaces,7/12/2023,Resolved,7,"Missing item in order, failure to resolve with Shein support.",0,0
Shein,International Marketplaces,6/12/2023,Resolved,7,"Missing order, no response from Paack or Shein support.",0,0
Shein,International Marketplaces,6/12/2023,Resolved,5,"No order delivered, no information on location.",0,0
Shein,International Marketplaces,5/12/2023,Unresolved,1,Failure to activate warranty for a faulty smartwatch.,0,0
Shein,International Marketplaces,4/12/2023,Unresolved,5,"Package delayed for a long time, customer service not responsive.",0,0
Shein,International Marketplaces,2/12/2023,Resolved,1,"Refund not received since November 21st, no resolution from Shein.",0,0
Shein,International Marketplaces,11/26/2023,Unresolved,7,False delivery attempt reported by Shein.,0,0
Shein,International Marketplaces,11/19/2023,Resolved,5,"Received wrong item of lower value, poor quality.",1,Bait and switch
Shein,International Marketplaces,9/11/2023,Unresolved,1,"Order not delivered, payment made but no item received.",0,0
Shein,International Marketplaces,6/11/2023,Unresolved,7,"Incorrect dress sent, original order not fulfilled.",1,Bait and switch
Shein,International Marketplaces,5/11/2023,Unresolved,1,"Marked as delivered, but customer did not receive order.",0,0
Shein,International Marketplaces,10/31/2023,Resolved,3,Missing items from order.,0,0
Shein,International Marketplaces,10/30/2023,Unresolved,1,"Damaged product, no resolution from Shein support.",0,0
Shein,International Marketplaces,10/20/2023,Unresolved,1,"Fraud, multiple orders not received.",0,0
Shein,International Marketplaces,10/10/2023,Unresolved,1,"No delivery, tracking shows as delivered.",0,0
Shein,International Marketplaces,9/26/2023,Resolved,10,Threatening message about not receiving the purchased items.,0,0
Shein,International Marketplaces,9/25/2023,Unresolved,6,No response from Shein support about delivery issue.,0,0
Shein,International Marketplaces,9/20/2023,Resolved,2,"Delivery not received, despite tracking showing delivered.",0,0
Shein,International Marketplaces,9/17/2023,Unresolved,1,No refund received for returned items.,0,0
Amazon,International Marketplaces,2/12/2024,Resolved,8,Reimbursement request not received for movie set order.,0,0
Amazon,International Marketplaces,11/29/2024,Resolved,1,Order marked as delivered but never received.,0,0
Amazon,International Marketplaces,5/11/2024,Resolved,7,"Returned package without resolution, UPS failed service.",0,0
Amazon,International Marketplaces,4/11/2024,Resolved,1,"Struggled to return items, no cooperation from Amazon or transport service.",0,0
Amazon,International Marketplaces,10/14/2024,Resolved,7,Missing items in order.,0,0
Amazon,International Marketplaces,11/10/2024,Unresolved,1,"Incorrect item received, request for return and refund, no action taken.",0,0
Amazon,International Marketplaces,4/10/2024,Resolved,4,Delay in refund for returned wheelchair.,0,0
Amazon,International Marketplaces,4/10/2024,Resolved,1,"Two stolen bikes, no resolution from Amazon.",0,0
Amazon,International Marketplaces,3/10/2024,Resolved,10,Missing order received incomplete.,0,0
Amazon,International Marketplaces,9/13/2024,Resolved,6,Unable to return item due to account suspension.,0,0
Amazon,International Marketplaces,8/23/2024,Unresolved,4,"Refund delay for order, no update from Amazon.",0,0
Amazon,International Marketplaces,8/22/2024,Resolved,1,"No resolution for missing sofa bed parts, contacted support.",0,0
Amazon,International Marketplaces,8/14/2024,Unresolved,1,"Received an empty box instead of iPhone, no resolution.",0,0
Amazon,International Marketplaces,8/13/2024,Unresolved,1,No reimbursement received after returning faulty ASUS TUF PC.,0,0
Amazon,International Marketplaces,12/8/2024,Resolved,1,No technical support for faulty item under warranty.,0,0
Amazon,International Marketplaces,7/8/2024,Unresolved,1,"Missing third item from order, no delivery.",0,0
Amazon,International Marketplaces,6/8/2024,Unresolved,9,"Returned item, still waiting for resolution from Amazon.",0,0
Amazon,International Marketplaces,3/8/2024,Resolved,8,"Received partial refund for cancelled item, issue resolved.",0,0
Amazon,International Marketplaces,7/31/2024,Resolved,8,"Missing product from order, no resolution after multiple attempts.",0,0
Amazon,International Marketplaces,7/19/2024,Unresolved,1,"Delivery of AOC monitor 9 days late, no resolution.",0,0
Amazon,International Marketplaces,7/16/2024,Resolved,5,"Delivery arrived after 5 weeks, product not as expected.",0,0
Amazon,International Marketplaces,12/7/2024,Resolved,7,"Incorrect product shipped, unable to return.",0,0
Amazon,International Marketplaces,10/7/2024,Resolved,6,"Missing security feature on baby stroller, contacted customer support.",0,0
Amazon,International Marketplaces,5/7/2024,Unresolved,1,"Unwarranted charges from Amazon service, unresolved.",0,0
Amazon,International Marketplaces,3/7/2024,Unresolved,1,"Service issues, damaged or missing parts in orders, ongoing complaints.",0,0
Amazon,International Marketplaces,6/25/2024,Unresolved,1,"Books ordered from Amazon never arrived, no refund.",0,0
Amazon,International Marketplaces,6/19/2024,Resolved,10,"Defective product, no contact with seller, issue resolved.",0,0
Amazon,International Marketplaces,4/6/2024,Resolved,10,"Did not receive order, no contact from carrier, no refund.",0,0
Amazon,International Marketplaces,1/6/2024,Unresolved,1,"Amazon Prime Video scam, charge after free trial expired, no resolution.",1,Hidden subscription
Amazon,International Marketplaces,5/29/2024,Unresolved,8,"Refund for item not reflected in account, issue not resolved.",0,0
Amazon,International Marketplaces,5/24/2024,Resolved,4,"Mobile phone not delivered, no credit issued.",0,0
Amazon,International Marketplaces,5/24/2024,Unresolved,1,Fraudulent charge of 49.99€ without order details.,0,0
Amazon,International Marketplaces,5/23/2024,Resolved,10,"Order cancelled, no refund issued, issue resolved.",0,0
Amazon,International Marketplaces,5/23/2024,Resolved,6,Refund not processed after book purchase error.,0,0
Amazon,International Marketplaces,5/19/2024,Unresolved,1,"Mobile phone not delivered, no resolution from carrier.",0,0
Amazon,International Marketplaces,5/16/2024,Unresolved,1,"Order not shipped, no communication from Amazon.",0,0
Amazon,International Marketplaces,11/5/2024,Unresolved,1,"Damaged washing machine received, no action from Amazon.",0,0
Amazon,International Marketplaces,10/5/2024,Resolved,5,"Refund delayed after item returned, issue resolved.",0,0
Amazon,International Marketplaces,4/29/2024,Unresolved,1,"No refund issued for return of item, complaint unresolved.",0,0
Amazon,International Marketplaces,4/24/2024,Unresolved,7,"Order delivered not placed by customer, no resolution.",0,0
Amazon,International Marketplaces,4/22/2024,Unresolved,5,"Incorrect billing for paid product, no response from customer service.",0,0
Amazon,International Marketplaces,4/18/2024,Resolved,7,"Negligence in customer service, issue addressed but unresolved.",0,0
